2023-07-30 23:57:50,667 [ 1] INFO  Unity: LoadingManager start
2023-07-30 23:58:00,962 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-07-30 23:58:01,713 [ 1] INFO  Unity: SendGameLeave
2023-07-30 23:58:01,725 [ 1] INFO  Unity: OnMapCharacterLeave:20
2023-07-30 23:58:01,726 [ 1] INFO  Unity: RemoveCharacter:20
2023-07-30 23:58:01,727 [ 1] INFO  Unity: OnUserGameLeave:Success [None]
2023-07-30 23:58:01,728 [ 1] INFO  Unity: LoadLevel: CharSelect
2023-07-30 23:58:01,730 [ 1] INFO  Unity: Character_20_546 OnDestroy :ID:20 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
2023-07-30 23:58:01,768 [ 1] INFO  Unity: OnSelectCharacter 0
2023-07-30 23:58:01,774 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-07-30 23:58:01,778 [ 1] INFO  Unity: OnSelectCharacter 0
2023-07-30 23:58:01,779 [ 1] INFO  Unity: changeShowCharacter can not find in dic
2023-07-30 23:58:03,064 [ 1] INFO  Unity: SendGameEnter::charIdx :0
2023-07-30 23:58:03,075 [ 1] INFO  Unity: OnUserGameEnter:Success [None]
2023-07-30 23:58:03,076 [ 1] INFO  Unity: ItemManager:Init[Id:1, Count:10]
2023-07-30 23:58:03,077 [ 1] INFO  Unity: ItemManager:Init[Id:2, Count:200]
2023-07-30 23:58:03,078 [ 1] INFO  Unity: ItemManager:Init[Id:3, Count:30]
2023-07-30 23:58:03,078 [ 1] INFO  Unity: ItemManager:Init[Id:4, Count:40]
2023-07-30 23:58:03,079 [ 1] INFO  Unity: OnMapCharacterEnter:1, 0
2023-07-30 23:58:03,079 [ 1] INFO  Unity: OnMapCharacterEnter:1, 0
2023-07-30 23:58:03,081 [ 1] INFO  Unity: AddCharacter:1:車 Map:1 Entity:SkillBridge.Message.NEntity
2023-07-30 23:58:03,082 [ 1] INFO  Unity: scene name:DontDestroyOnLoad
2023-07-30 23:58:03,083 [ 1] INFO  Unity: LoadLevel: MainCity
2023-07-30 23:58:03,479 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-07-30 23:59:12,439 [ 1] INFO  Unity: OnDestroy NetworkManager.
2023-07-30 23:59:12,440 [ 1] WARN  Unity: CloseConnection(), errorCode: 1007
UnityEngine.Debug:LogWarning(Object)
Network.NetClient:CloseConnection(Int32) (at Assets/Scripts/Network/NetClient.cs:181)
Network.NetClient:OnDestroy() (at Assets/Scripts/Network/NetClient.cs:176)

2023-07-30 23:59:12,442 [ 1] INFO  Unity: Character_21_車 OnDestroy :ID:21 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
